Fecha entrada,Fecha Anulacion,Fecha venta,Noches,Tip.Hab.Fra.,Régimen factura,AD,NI,CU,Horario venta,Precio alojamiento,Precio desayuno,Precio almuerzo,Precio cena,Cantidad Habitaciones,Mes Entrada,Mes Venta,Antelacion,Score Canc
2016-09-12,2016-02-10,2015-11-04,4,EM,SA,2,0,0,Mañana,416.16,0.0,0.0,0.0,1,September,November,313,0.6878980891719745
2016-07-01,2016-06-13,2015-12-01,2,EM,HD,2,0,0,Mañana,122.25,5.1,0.0,0.0,1,July,December,213,0.08878504672897196
2016-07-08,2016-06-04,2015-12-17,2,EC,PC,4,0,0,Tarde,178.56,9.4,23.5,23.5,1,July,December,204,0.17073170731707318
2016-07-18,2016-06-11,2015-12-17,7,DSC,SA,2,0,0,Tarde,469.0,0.0,0.0,0.0,1,July,December,214,0.17674418604651163
2016-07-12,2016-07-04,2015-12-28,5,EC,SA,2,0,0,Mañana,291.31,0.0,0.0,0.0,1,July,December,197,0.045454545454545456
2016-06-23,2016-01-07,2016-01-04,17,EC,HD,3,0,0,Mañana,1292.20995,53.89,0.0,0.0,1,June,January,171,0.9825581395348837
2016-08-01,2016-02-22,2016-01-04,10,DSM,HD,2,0,0,Mañana,1096.63,45.7,0.0,0.0,1,August,January,210,0.7677725118483413
2016-08-15,2016-06-16,2016-01-07,6,DSM,MPC,4,0,0,Mañana,922.38,42.900000000000006,0.0,107.28,1,August,January,221,0.2747747747747748
2016-06-23,2016-01-11,2016-01-08,3,DSM,PC,2,0,0,Mañana,277.16001,14.580000000000002,36.48,36.48,3,June,January,167,0.9821428571428571
2016-06-23,2016-01-11,2016-01-08,3,DSM,PC,2,0,0,Mañana,277.16001,14.580000000000002,36.48,36.48,3,June,January,167,0.9821428571428571
2016-06-23,2016-01-11,2016-01-08,3,DSM,PC,2,0,0,Mañana,277.16001,14.580000000000002,36.48,36.48,3,June,January,167,0.9821428571428571
2016-06-24,2016-01-11,2016-01-10,2,IND,PC,1,0,0,Mañana,0.0,0.0,0.0,0.0,1,June,January,166,0.9940119760479041
2016-06-18,2016-06-17,2016-01-12,4,EC,PC,2,0,0,Mañana,238.16,12.52,31.32,31.32,1,June,January,158,0.012578616352201259
2016-06-18,2016-06-08,2016-01-12,1,EC,SA,3,0,0,Tarde,58.45,0.0,0.0,0.0,3,June,January,158,0.06918238993710692
2016-07-01,2016-03-21,2016-01-14,6,DSM,PC,4,0,0,Mañana,749.20998,39.42,98.58,98.58,1,July,January,169,0.6058823529411764
2016-07-08,2016-01-18,2016-01-15,2,EC,SA,2,0,0,Mañana,227.44,0.0,0.0,0.0,2,July,January,175,0.9829545454545454
2016-07-08,2016-01-18,2016-01-15,2,EC,SA,2,0,0,Mañana,227.44,0.0,0.0,0.0,2,July,January,175,0.9829545454545454
2016-06-20,2016-05-07,2016-01-18,6,DSM,PC,2,0,0,Tarde,554.3100000000001,29.160000000000004,72.96000000000001,72.96000000000001,1,June,January,154,0.2903225806451613
2016-06-24,2016-06-17,2016-01-19,2,EC,PC,3,0,0,Mañana,167.2,8.8,22.0,22.0,1,June,January,157,0.05063291139240506
2016-08-02,2016-02-12,2016-01-19,4,DSM,MPC,2,0,0,Mañana,476.18,22.16,0.0,55.36,1,August,January,196,0.8781725888324873
2016-08-23,2016-07-20,2016-01-19,7,DSM,MPC,2,0,0,Mañana,757.4900200000001,35.21,0.0,88.06,1,August,January,217,0.16055045871559634
2016-08-10,2016-05-19,2016-01-25,5,EC,MPC,2,0,0,Mañana,1004.65,46.75,0.0,116.8,1,August,January,198,0.4221105527638191
2016-06-23,2016-01-27,2016-01-26,3,EC,PC,2,0,0,Mañana,221.73,11.67,29.19,29.19,3,June,January,149,0.9933333333333333
2016-06-23,2016-01-27,2016-01-26,3,EC,PC,3,0,0,Mañana,221.73,11.67,29.19,29.19,3,June,January,149,0.9933333333333333
2016-06-23,2016-01-27,2016-01-26,3,EC,PC,4,0,0,Mañana,221.73,11.67,29.19,29.19,3,June,January,149,0.9933333333333333
2016-06-23,2016-06-06,2016-02-01,4,EM,PC,2,0,0,Mañana,249.72,13.16,32.84,32.84,1,June,February,143,0.125
2016-07-08,2016-05-11,2016-02-01,19,DSM,PC,2,0,0,Mañana,1764.45001,92.91,232.18,232.18,1,July,February,158,0.3710691823899371
2016-07-01,2016-02-08,2016-02-03,7,EC,PC,4,0,0,Mañana,866.8599800000001,45.64,114.03,114.03,1,July,February,149,0.9666666666666667
2016-06-24,2016-03-11,2016-02-05,2,EC,MPC,3,0,0,Mañana,209.02,9.72,0.0,24.3,2,June,February,140,0.75177304964539
2016-06-24,2016-03-11,2016-02-05,2,EC,MPC,3,0,0,Mañana,209.02,9.72,0.0,24.3,2,June,February,140,0.75177304964539
2016-07-08,2016-05-19,2016-02-09,3,DSC,MPC,1,0,0,Mañana,110.49,5.13,0.0,12.84,2,July,February,150,0.33774834437086093
2016-07-11,2016-06-10,2016-02-11,4,EC,SA,2,0,0,Tarde,256.1,0.0,0.0,0.0,1,July,February,151,0.21052631578947367
2016-07-11,2016-05-19,2016-02-19,2,DSC,MPC,2,0,0,Mañana,101.26,4.72,0.0,11.78,2,July,February,143,0.375
2016-07-10,2016-02-22,2016-02-11,5,EC,PC,2,2,0,Mañana,0.0,0.0,0.0,0.0,1,July,February,150,0.9271523178807947
2016-06-25,2016-02-22,2016-02-12,7,EC,PC,2,2,0,Mañana,0.0,0.0,0.0,0.0,1,June,February,134,0.9259259259259259
2016-07-15,2016-06-02,2016-03-01,16,IND,SA,1,0,0,Mañana,944.94,0.0,0.0,0.0,1,July,March,136,0.32116788321167883
2016-08-01,2016-06-02,2016-03-01,14,IND,SA,1,0,0,Mañana,1002.12,0.0,0.0,0.0,1,August,March,153,0.3961038961038961
2016-07-07,2016-05-03,2016-03-02,3,EC,MPA,2,0,0,Mañana,188.97,8.790000000000001,21.99,0.0,1,July,March,127,0.515625
2016-08-01,2016-05-25,2016-03-02,14,EC,MPA,2,0,0,Mañana,1232.0,57.26,143.22,0.0,1,August,March,152,0.45098039215686275
2016-06-15,2016-06-10,2016-03-03,4,EC,MPC,2,0,1,Mañana,252.04,11.72,0.0,29.32,1,June,March,104,0.05714285714285714
2016-07-18,2016-03-04,2016-03-03,4,EM,SA,2,1,0,Tarde,499.6,0.0,0.0,0.0,1,July,March,137,0.9927536231884058
2016-06-24,2016-03-05,2016-03-03,2,EC,PC,2,0,0,Tarde,187.84,9.88,24.72,24.72,1,June,March,113,0.9824561403508771
2016-06-24,2016-05-22,2016-03-03,4,EC,PC,2,0,0,Mañana,375.68,19.76,49.44,49.44,1,June,March,113,0.2982456140350877
2016-06-23,2016-06-16,2016-03-04,7,EC,PC,2,2,0,Mañana,904.05,47.6,118.93,118.93,1,June,March,111,0.07142857142857142
2016-07-28,2016-07-15,2016-03-05,9,EC,SA,4,0,0,Mañana,925.65999,0.0,0.0,0.0,1,July,March,145,0.0958904109589041
2016-06-24,2016-04-30,2016-03-07,8,EC,PC,3,0,0,Mañana,773.76,40.72,101.84,101.84,1,June,March,109,0.509090909090909
2016-07-01,2016-03-07,2016-03-07,14,EM,PC,2,0,0,Mañana,0.0,0.0,0.0,0.0,1,July,March,116,1.0
2016-07-09,2016-05-19,2016-03-07,5,EC,SA,2,1,0,Mañana,257.7,0.0,0.0,0.0,1,July,March,124,0.416
2016-06-25,2016-04-23,2016-03-08,3,EC,SA,2,0,0,Mañana,171.78,0.0,0.0,0.0,1,June,March,109,0.5818181818181818
2016-06-24,2016-06-23,2016-03-08,2,EC,SA,2,1,0,Mañana,184.8,0.0,0.0,0.0,1,June,March,108,0.01834862385321101
2016-06-17,2016-03-11,2016-03-10,2,EC,HD,2,1,0,Tarde,201.8,8.4,0.0,0.0,1,June,March,99,0.99
2016-07-04,2016-04-07,2016-03-10,14,EC,PC,2,1,0,Mañana,1296.09998,68.18,170.51999999999998,170.51999999999998,1,July,March,116,0.7606837606837606
2016-06-24,2016-03-14,2016-03-10,2,EC,MPC,2,1,0,Mañana,0.0,0.0,0.0,0.0,2,June,March,106,0.9626168224299065
2016-06-24,2016-03-14,2016-03-10,2,EC,MPC,2,1,0,Mañana,0.0,0.0,0.0,0.0,2,June,March,106,0.9626168224299065
2016-06-24,2016-05-19,2016-03-10,2,EC,MPC,2,2,0,Mañana,186.82,8.68,0.0,21.72,4,June,March,106,0.34579439252336447
2016-06-24,2016-05-19,2016-03-10,2,EC,MPC,2,2,0,Mañana,186.82,8.68,0.0,21.72,4,June,March,106,0.34579439252336447
2016-06-24,2016-05-19,2016-03-10,2,EC,MPC,2,2,0,Mañana,186.82,8.68,0.0,21.72,4,June,March,106,0.34579439252336447
2016-06-17,2016-03-22,2016-03-11,2,EC,MPC,2,1,0,Mañana,219.2,10.2,0.0,25.5,1,June,March,98,0.8888888888888888
2016-06-24,2016-05-19,2016-03-12,2,EC,HD,3,0,1,Mañana,139.4,5.8,0.0,0.0,2,June,March,104,0.3523809523809524
2016-06-24,2016-05-18,2016-03-12,2,EC,MPA,2,1,0,Mañana,157.5,7.32,18.32,0.0,2,June,March,104,0.3619047619047619
2016-07-24,2016-05-25,2016-03-11,13,DSC,MPC,2,0,0,Mañana,1306.435,60.71,0.0,151.84,2,July,March,135,0.4485294117647059
2016-07-24,2016-05-25,2016-03-11,13,DSC,MPC,2,0,0,Mañana,1306.435,60.71,0.0,151.84,2,July,March,135,0.4485294117647059
2016-07-04,2016-06-08,2016-03-11,7,EM,PC,2,1,0,Mañana,861.91,45.36,113.4,113.4,1,July,March,115,0.23275862068965517
2016-07-31,2016-06-06,2016-03-14,7,DSC,MPC,4,0,0,Mañana,1207.80002,56.21,0.0,140.42,1,July,March,139,0.4
2016-06-23,2016-05-03,2016-03-14,3,EC,PC,2,0,0,Tarde,281.76,14.82,37.08,37.08,1,June,March,101,0.5098039215686274
2016-08-29,2016-03-23,2016-03-15,6,DSC,SA,2,0,0,Mañana,620.65998,0.0,0.0,0.0,1,August,March,167,0.9523809523809523
2016-06-24,2016-03-16,2016-03-15,9,EC,PC,2,0,0,Mañana,584.82,30.78,76.95,76.95,1,June,March,101,0.9901960784313726
2016-06-26,2016-03-29,2016-03-16,5,DSC,PC,2,0,0,Mañana,480.18,25.3,63.2,63.2,2,June,March,102,0.8737864077669902
2016-06-26,2016-03-29,2016-03-16,5,DSC,PC,2,0,0,Mañana,480.18,25.3,63.2,63.2,2,June,March,102,0.8737864077669902
2016-07-02,2016-06-16,2016-03-18,5,EC,SA,2,0,0,Mañana,244.8,0.0,0.0,0.0,1,July,March,106,0.1588785046728972
2016-07-18,2016-06-28,2016-03-18,5,EC,PC,2,2,0,Tarde,514.875,27.1,67.75,67.75,2,July,March,122,0.17073170731707318
2016-07-18,2016-06-28,2016-03-18,5,EC,PC,2,0,0,Tarde,514.875,27.1,67.75,67.75,2,July,March,122,0.17073170731707318
2016-07-11,2016-06-14,2016-03-19,3,EC,SA,2,0,0,Mañana,154.59,0.0,0.0,0.0,1,July,March,114,0.24347826086956523
2016-07-11,2016-06-23,2016-03-21,3,EC,PC,4,0,0,Mañana,321.36,16.919999999999998,42.3,42.3,1,July,March,112,0.168141592920354
2016-08-17,2016-05-31,2016-03-21,5,EC,PC,1,0,0,Mañana,404.3,21.3,53.2,53.2,1,August,March,149,0.5266666666666666
2016-07-16,2016-03-28,2016-03-28,8,EC,PC,4,0,0,Mañana,1348.36,70.96,177.44,177.44,1,July,March,110,1.0
2016-06-27,2016-03-28,2016-03-28,4,DSC,PC,3,0,0,Mañana,352.82,18.56,46.44,46.44,3,June,March,91,1.0
2016-06-25,2016-04-14,2016-03-28,8,EC,SA,2,1,0,Mañana,636.88,0.0,0.0,0.0,1,June,March,89,0.8111111111111111
2016-06-24,2016-06-06,2016-03-29,2,SUITE,SA,4,0,0,Mañana,435.82,0.0,0.0,0.0,1,June,March,87,0.2159090909090909
2016-07-23,2016-07-07,2016-03-29,6,EM,SA,2,0,1,Mañana,663.45,0.0,0.0,0.0,1,July,March,116,0.1452991452991453
2016-07-11,2016-04-27,2016-03-29,4,EC,HD,2,0,0,Tarde,242.41,10.08,0.0,0.0,1,July,March,104,0.7238095238095238
2016-06-22,2016-03-31,2016-03-29,5,EM,SA,4,0,0,Tarde,556.12,0.0,0.0,0.0,1,June,March,85,0.9767441860465116
2016-08-02,2016-04-29,2016-03-30,7,DVM,HD,2,0,0,Mañana,1182.95002,49.28,0.0,0.0,1,August,March,125,0.7619047619047619
2016-07-01,2016-04-12,2016-03-31,7,EC,PC,3,0,0,Mañana,666.4699999999999,35.07,87.71,87.71,1,July,March,92,0.8709677419354839
2016-06-18,2016-05-11,2016-03-31,1,EC,HD,4,0,0,Mañana,128.64,5.36,0.0,0.0,1,June,March,79,0.4875
2016-07-22,2016-05-19,2016-04-01,6,EC,PC,1,0,0,Mañana,393.12,20.700000000000003,51.72,51.72,1,July,April,112,0.5752212389380531
2016-06-18,2016-06-14,2016-04-01,1,EC,SA,2,0,0,Mañana,73.92,0.0,0.0,0.0,1,June,April,78,0.06329113924050633
2016-09-08,2016-06-06,2016-04-02,3,EC,PC,4,0,0,Tarde,385.56000000000006,20.28,50.73,50.73,1,September,April,159,0.59375
2016-09-08,2016-06-06,2016-04-02,3,EC,PC,3,0,0,Tarde,378.54,19.92,49.8,49.8,1,September,April,159,0.59375
2016-09-08,2016-06-06,2016-04-02,3,EC,PC,3,0,0,Tarde,331.11,17.43,43.56,43.56,1,September,April,159,0.59375
2016-09-08,2016-06-06,2016-04-02,3,EC,PC,4,0,0,Tarde,364.23,19.17,47.91,47.91,1,September,April,159,0.59375
2016-09-08,2016-06-06,2016-04-02,3,EC,PC,4,0,0,Tarde,423.81000000000006,22.32,55.77,55.77,1,September,April,159,0.59375
2016-09-08,2016-06-06,2016-04-02,3,EC,PC,4,0,0,Tarde,364.23,19.17,47.91,47.91,1,September,April,159,0.59375
2016-07-10,2016-05-26,2016-04-03,3,EM,SA,2,1,0,Tarde,299.79,0.0,0.0,0.0,1,July,April,98,0.46464646464646464
2016-07-03,2016-07-01,2016-04-04,5,EC,PC,2,0,1,Mañana,393.66,20.7,51.8,51.8,1,July,April,90,0.03296703296703297
2016-08-21,2016-07-21,2016-04-04,5,EC,PC,2,0,0,Tarde,525.95,27.7,69.2,69.2,1,August,April,139,0.22857142857142856
2016-07-10,2016-07-01,2016-04-04,4,EM,SA,2,1,0,Tarde,399.72,0.0,0.0,0.0,1,July,April,97,0.10204081632653061
2016-07-31,2016-04-05,2016-04-04,10,EC,MPC,2,0,0,Mañana,0.0,0.0,0.0,0.0,1,July,April,118,0.9915966386554622
2016-07-31,2016-04-18,2016-04-05,10,EC,MPC,2,0,0,Tarde,992.8,46.2,0.0,115.5,1,July,April,117,0.8898305084745762
2016-06-22,2016-06-08,2016-04-05,4,EM,PC,4,0,0,Noche,447.04,23.52,58.84,58.84,1,June,April,78,0.189873417721519
2016-06-24,2016-06-20,2016-04-05,2,EM,PC,3,1,0,Noche,234.42666,12.34,30.84,30.84,3,June,April,80,0.06172839506172839
2016-06-24,2016-06-20,2016-04-05,2,EM,PC,2,1,0,Noche,234.42666,12.34,30.84,30.84,3,June,April,80,0.06172839506172839
2016-06-24,2016-06-20,2016-04-05,2,EM,PC,3,0,0,Noche,234.42666,12.34,30.84,30.84,3,June,April,80,0.06172839506172839
2016-08-13,2016-04-06,2016-04-06,7,DSC,MPC,2,0,0,Mañana,0.0,0.0,0.0,0.0,4,August,April,129,1.0
2016-08-13,2016-04-06,2016-04-06,7,DSC,MPC,1,0,0,Mañana,0.0,0.0,0.0,0.0,4,August,April,129,1.0
2016-08-21,2016-04-06,2016-04-06,6,DSC,MPC,1,0,0,Tarde,0.0,0.0,0.0,0.0,2,August,April,137,1.0
2016-07-04,2016-04-20,2016-04-06,4,EM,SA,2,1,0,Tarde,399.72,0.0,0.0,0.0,1,July,April,89,0.8444444444444444
2016-07-16,2016-07-01,2016-04-06,8,DSC,PC,2,0,0,Tarde,933.58,49.12,122.8,122.8,2,July,April,101,0.1568627450980392
2016-07-16,2016-07-01,2016-04-06,8,DSC,PC,2,0,0,Tarde,933.58,49.12,122.8,122.8,2,July,April,101,0.1568627450980392
2016-06-27,2016-04-26,2016-04-06,2,EC,HD,2,2,0,Mañana,221.98,9.24,0.0,0.0,1,June,April,82,0.7590361445783133
2016-06-24,2016-06-14,2016-04-08,2,EC,PC,4,0,0,Mañana,220.5,11.6,29.02,29.02,2,June,April,77,0.14102564102564102
2016-06-24,2016-06-13,2016-04-08,2,EC,PC,4,0,0,Mañana,220.5,11.6,29.02,29.02,2,June,April,77,0.15384615384615385
2016-06-24,2016-05-30,2016-04-08,2,EC,PC,4,0,0,Mañana,220.5,11.6,29.02,29.02,1,June,April,77,0.3333333333333333
2016-06-24,2016-06-13,2016-04-08,2,EC,PC,3,0,0,Mañana,200.44,10.56,26.38,26.38,2,June,April,77,0.15384615384615385
2016-06-24,2016-06-13,2016-04-08,2,EC,PC,3,0,0,Mañana,200.44,10.56,26.38,26.38,2,June,April,77,0.15384615384615385
2016-06-24,2016-06-13,2016-04-08,2,EC,PC,3,0,0,Mañana,200.44,10.56,26.38,26.38,1,June,April,77,0.15384615384615385
2016-06-24,2016-06-20,2016-04-08,2,EC,PC,4,0,0,Tarde,290.92,15.32,38.28,38.28,1,June,April,77,0.0641025641025641
2016-08-02,2016-07-19,2016-04-08,8,EM,MPC,3,0,1,Tarde,1361.32,63.36,0.0,158.32,1,August,April,116,0.1282051282051282
2016-06-20,2016-04-14,2016-04-08,4,EC,MPC,2,0,0,Tarde,268.76,12.52,0.0,31.24,1,June,April,73,0.918918918918919
2016-07-07,2016-04-21,2016-04-08,3,EM,MPC,2,1,0,Tarde,254.57001,11.85,0.0,29.61,1,July,April,90,0.8571428571428571
2016-06-24,2016-04-27,2016-04-11,2,EM,HD,2,0,0,Mañana,133.92,5.58,0.0,0.0,1,June,April,74,0.7866666666666666
2016-06-24,2016-05-13,2016-04-11,2,EC,PC,4,0,0,Mañana,220.5,11.6,29.02,29.02,1,June,April,74,0.5733333333333334
2016-06-21,2016-04-12,2016-04-11,5,EM,HD,2,0,0,Tarde,432.5,18.0,0.0,0.0,1,June,April,71,0.9861111111111112
2016-07-08,2016-05-25,2016-04-12,6,EC,MPC,2,0,0,Mañana,432.72,20.1,0.0,50.34,1,July,April,87,0.5113636363636364
2016-08-04,2016-06-23,2016-04-12,6,DVM,MPC,2,0,0,Mañana,1004.29998,46.68,0.0,116.76,1,August,April,114,0.3739130434782609
2016-06-15,2016-04-13,2016-04-12,9,EC,SA,2,0,0,Mañana,621.72,0.0,0.0,0.0,1,June,April,64,0.9846153846153847
2016-07-14,2016-06-27,2016-04-12,4,EC,SA,2,0,0,Noche,318.48,0.0,0.0,0.0,1,July,April,93,0.19148936170212766
2016-07-04,2016-04-14,2016-04-12,5,EC,SA,2,0,0,Noche,318.4,0.0,0.0,0.0,1,July,April,83,0.9761904761904762
2016-07-18,2016-04-14,2016-04-13,5,EC,PC,1,0,0,Mañana,387.09,20.35,50.95,50.95,5,July,April,96,0.9896907216494846
2016-07-18,2016-04-14,2016-04-13,5,EC,PC,2,0,0,Mañana,645.15,33.95,84.9,84.9,5,July,April,96,0.9896907216494846
2016-07-18,2016-04-13,2016-04-13,5,EC,PC,1,0,0,Mañana,387.09,20.35,50.95,50.95,5,July,April,96,1.0
2016-07-18,2016-04-13,2016-04-13,5,EC,PC,1,0,0,Mañana,387.09,20.35,50.95,50.95,5,July,April,96,1.0
2016-07-18,2016-04-13,2016-04-13,5,EC,PC,1,0,0,Mañana,387.09,20.35,50.95,50.95,5,July,April,96,1.0
2016-07-18,2016-04-14,2016-04-13,5,EC,MPC,2,2,0,Mañana,682.35,31.75,0.0,79.35,1,July,April,96,0.9896907216494846
2016-06-24,2016-04-15,2016-04-14,2,EC,PC,2,0,0,Mañana,160.36,8.44,21.1,21.1,1,June,April,71,0.9861111111111112
2016-06-26,2016-06-20,2016-04-14,8,EC,SA,2,1,1,Mañana,544.0,0.0,0.0,0.0,1,June,April,73,0.0945945945945946
2016-06-26,2016-06-21,2016-04-14,8,EC,SA,2,1,0,Mañana,544.0,0.0,0.0,0.0,1,June,April,73,0.08108108108108109
2016-08-01,2016-04-14,2016-04-14,14,DSC,MPC,2,0,0,Tarde,0.0,0.0,0.0,0.0,3,August,April,109,1.0
2016-06-24,2016-06-14,2016-04-15,2,EC,PC,4,0,0,Mañana,209.5,11.02,27.56,27.56,1,June,April,70,0.15492957746478872
2016-07-01,2016-06-22,2016-04-15,2,DSM,HD,2,0,0,Tarde,119.04,4.96,0.0,0.0,1,July,April,77,0.1282051282051282
2016-08-23,2016-04-27,2016-04-16,7,DSC,SA,1,1,1,Tarde,609.17997,0.0,0.0,0.0,2,August,April,129,0.9153846153846154
2016-08-23,2016-04-27,2016-04-16,7,DSC,SA,1,1,0,Tarde,609.17997,0.0,0.0,0.0,2,August,April,129,0.9153846153846154
2016-06-23,2016-06-03,2016-04-15,3,EC,SA,2,1,0,Tarde,277.20000000000005,0.0,0.0,0.0,1,June,April,69,0.3
2016-08-14,2016-07-29,2016-04-18,3,EC,PC,2,0,0,Mañana,397.65,20.94,52.32000000000001,52.32000000000001,1,August,April,118,0.14285714285714285
2016-07-04,2016-06-28,2016-04-18,4,EM,MPC,3,0,0,Tarde,538.16,25.04,0.0,62.56,1,July,April,77,0.08974358974358974
2016-07-04,2016-06-28,2016-04-18,4,DSC,MPC,2,0,0,Tarde,354.76,16.52,0.0,41.24,2,July,April,77,0.08974358974358974
2016-07-04,2016-06-28,2016-04-18,4,DSC,MPC,2,0,0,Tarde,354.76,16.52,0.0,41.24,2,July,April,77,0.08974358974358974
2016-06-27,2016-05-24,2016-04-19,2,DSC,SA,2,0,0,Mañana,107.55,0.0,0.0,0.0,2,June,April,69,0.5
2016-06-27,2016-05-24,2016-04-19,2,DSC,SA,3,0,0,Mañana,107.55,0.0,0.0,0.0,2,June,April,69,0.5
2016-08-02,2016-04-22,2016-04-19,7,EC,MPC,2,0,0,Noche,694.96,32.34,0.0,80.85000000000001,1,August,April,105,0.9716981132075472
2016-07-04,2016-04-30,2016-04-19,4,EC,PC,4,0,0,Noche,396.24,20.84,52.12,52.12,1,July,April,76,0.8571428571428571
2016-06-17,2016-06-05,2016-04-20,2,EM,MPC,2,0,1,Mañana,152.24,7.08,0.0,17.7,1,June,April,58,0.22033898305084745
2016-07-08,2016-06-10,2016-04-20,2,EM,MPC,2,0,0,Tarde,194.36,9.04,0.0,22.6,1,July,April,79,0.3625
2016-07-04,2016-07-05,2016-04-20,7,DSM,PC,2,0,1,Tarde,840.56,44.24,110.6,110.6,1,July,April,75,0.0
2016-07-08,2016-04-22,2016-04-21,8,EC,PC,2,0,0,Mañana,724.34664,38.16,95.36,95.36,3,July,April,78,0.9873417721518988
2016-07-08,2016-04-22,2016-04-21,8,EC,PC,2,0,0,Mañana,724.34664,38.16,95.36,95.36,3,July,April,78,0.9873417721518988
2016-07-08,2016-04-22,2016-04-21,8,EC,PC,4,0,0,Mañana,724.34664,38.16,95.36,95.36,3,July,April,78,0.9873417721518988
2016-07-01,2016-04-22,2016-04-21,8,EC,PC,2,0,0,Mañana,685.46664,36.08,90.24,90.24,3,July,April,71,0.9861111111111112
2016-07-01,2016-04-22,2016-04-21,8,EC,PC,2,0,0,Mañana,685.46664,36.08,90.24,90.24,3,July,April,71,0.9861111111111112
2016-07-01,2016-04-22,2016-04-21,8,EC,PC,2,0,0,Mañana,685.46664,36.08,90.24,90.24,3,July,April,71,0.9861111111111112
2016-06-24,2016-06-01,2016-04-21,3,EC,HD,2,0,0,Mañana,242.16,10.08,0.0,0.0,3,June,April,64,0.36923076923076925
2016-07-08,2016-06-27,2016-04-21,8,EC,PC,3,0,0,Tarde,751.24,39.52,98.88,98.88,3,July,April,78,0.1518987341772152
2016-07-08,2016-06-27,2016-04-21,8,EC,PC,3,0,0,Tarde,751.24,39.52,98.88,98.88,3,July,April,78,0.1518987341772152
2016-07-08,2016-06-27,2016-04-21,8,EC,PC,2,0,0,Tarde,751.24,39.52,98.88,98.88,3,July,April,78,0.1518987341772152
2016-07-01,2016-06-20,2016-04-21,8,EC,PC,3,0,0,Tarde,710.93336,37.44,93.52,93.52,3,July,April,71,0.16666666666666666
2016-07-01,2016-06-20,2016-04-21,8,EC,PC,3,0,0,Tarde,710.93336,37.44,93.52,93.52,3,July,April,71,0.16666666666666666
2016-07-01,2016-06-20,2016-04-21,8,EC,PC,2,0,0,Tarde,710.93336,37.44,93.52,93.52,3,July,April,71,0.16666666666666666
2016-07-18,2016-06-02,2016-04-22,4,EC,PC,2,0,0,Mañana,353.12,18.6,46.48,46.48,1,July,April,87,0.5340909090909091
2016-07-26,2016-05-05,2016-04-22,5,EC,MPC,2,2,0,Mañana,577.95,26.9,0.0,67.2,1,July,April,95,0.8645833333333334
2016-08-02,2016-05-07,2016-04-22,7,EC,MPC,2,0,0,Tarde,790.7599700000001,36.75,0.0,91.98,1,August,April,102,0.8543689320388349
2016-07-24,2016-06-27,2016-04-22,6,EC,MPC,2,0,0,Tarde,511.59,23.82,0.0,59.46,1,July,April,93,0.2978723404255319
2016-07-09,2016-06-22,2016-04-24,7,EM,MPC,2,0,0,Mañana,540.3600299999999,25.13,0.0,62.86,1,July,April,76,0.23376623376623376
2016-06-22,2016-05-03,2016-04-25,4,DSC,PC,4,0,0,Mañana,483.68,25.44,63.64,63.64,1,June,April,58,0.864406779661017
2016-06-26,2016-05-14,2016-04-25,7,DSM,MPC,3,0,0,Mañana,928.17998,43.19,0.0,107.94,1,June,April,62,0.6984126984126984
2016-07-18,2016-06-21,2016-04-25,6,DSM,PC,4,0,0,Tarde,1202.05998,63.24,158.16,158.16,1,July,April,84,0.32941176470588235
2016-06-26,2016-05-09,2016-04-25,7,EC,MPC,2,1,0,Noche,599.69,27.86,0.0,69.72,1,June,April,62,0.7777777777777778
2016-06-17,2016-06-09,2016-04-25,2,EC,SA,2,0,0,Noche,147.84,0.0,0.0,0.0,1,June,April,53,0.16666666666666666
2016-08-15,2016-04-27,2016-04-26,5,EC,MPC,2,0,0,Tarde,675.38,31.4,0.0,78.55000000000001,1,August,April,111,0.9910714285714286
2016-06-28,2016-06-14,2016-04-06,2,EC,HD,2,2,0,Tarde,221.98,9.24,0.0,0.0,1,June,April,83,0.17857142857142858
2016-07-11,2016-05-31,2016-03-29,4,EC,HD,2,0,0,Mañana,242.41,10.08,0.0,0.0,1,July,March,104,0.4
2016-06-25,2016-05-27,2016-04-27,6,DSC,PC,3,0,0,Tarde,866.56002,45.6,114.0,114.0,1,June,April,59,0.5
2016-09-10,2016-04-28,2016-04-28,5,EC,SA,2,0,0,Mañana,0.0,0.0,0.0,0.0,1,September,April,135,1.0
2016-07-07,2016-05-04,2016-04-28,4,DSC,PC,2,0,1,Tarde,334.12,17.6,43.96,43.96,1,July,April,70,0.9154929577464789
2016-08-01,2016-06-16,2016-04-28,8,DSC,MPC,2,0,0,Tarde,833.76,38.8,0.0,96.96,2,August,April,95,0.4895833333333333
2016-08-01,2016-06-16,2016-04-28,8,DSC,MPC,1,0,0,Tarde,833.76,38.8,0.0,96.96,2,August,April,95,0.4895833333333333
2016-06-27,2016-05-20,2016-04-29,8,EC,MPC,2,2,0,Mañana,714.32,33.2,0.0,83.04,1,June,April,59,0.65
2016-08-02,2016-05-26,2016-04-29,8,EC,PC,2,0,0,Mañana,921.97336,48.56,121.36,121.36,3,August,April,95,0.71875
2016-08-02,2016-05-26,2016-04-29,8,EC,PC,2,0,0,Mañana,921.97336,48.56,121.36,121.36,3,August,April,95,0.71875
2016-08-02,2016-05-26,2016-04-29,8,EC,PC,3,0,0,Mañana,921.97336,48.56,121.36,121.36,3,August,April,95,0.71875
